comment,complaint_cluster
بجد عمرى ماكنت اتخيل سوء الاكل و مش شوفت اي ريفيو قبل ماتشتري منكم الاوردر وصل بعد ساعه و شويه و قولت ماشي بس كمان كميه صغيرة جداا علي الفلوس اللي ادفعت و حقيقي بالمبلغ اللي دفعته و تغليف زفت زفت,
بعد شكواي الأول المنيو والمطعم الدهان تم إعادة أورد وتم إصلاح الخطء وطلبت فراخ ورز با الكبده كان طعم جميل جدا,
جربنا الكفتة المشوية. حلوة بالرغم من اطرافها جت محروقة شوية. بس عموما ده وارد يحصل في المشاوي. الطعم حلو والتغليف كويس والديلفري في وقته,
الفراخ تمام ، لكن الرز طبق صغير جدا وغالي,السعر
خدمة عملاء زى الزفت الاوردر جه ناقص وبكلمهم يقولى لا الاكل طالع مظبوط من عندنا راجع الدليفري . حاجة قذرة جدا,منتج_غير_مكتمل
طلبت من فرع المهندسين . حواوشى و كفته و سجق و ممبار . الاكل جه ناقص واتصلنا كان الرد ان مفيش اورد بيطلع ناقص من المطعم . ده بالاضافه ان الاكل سواء الكفته او السجق طعم سىء جدا تقريبا السجق اترمى كله . النجمه دى علشان الحواوشى كويس غير كده زفت .,منتج_غير_مكتمل
طلبت النهاردة فراخ مشويه و فته بالموزة اللحمة جايه بايظه و ريحتها فظيعة ة متاكلتش كلمت المنيوز كلمه الدهان و قال حيتواصل معايا و طبعا و لا اتصل و لا اعتذر,
شوربه كريمه الدجاج فظيعه تهبل ❤ سندوتشات الكفته كان ف عيش سوري الكفته نفسها كانت حلوة لكن العيش كان صعب جدا,
جاي باااارد,
الساندوتش بارد تماما وكأنه معمول من زمان والصوص اللي عليه ملطخ الساندوتش من كل الجوانب وتغليفه سئ جدا,
الكول سلو مجاش,
مفيش بطاطس وبيبسي,
كان حلو وجاي سخن ، بس شكل المطعم نسي يحط صوص,
انا طالبه الساندوتش ساده خالص بس جالى عليه كل الاضافات و انا مش عايزاها الخدمه بقت سيئه جدا,
التيش كيك جايه في علبه مكسوره و المندوب بيقولي نزل السبت .. خبره سيئه جدا من الشركه و المطعم,عيوب_تصنيع
البطاطس نية ومملحة زيادة,
الاكل بارد,
.,
البرجر كانت لحمته بتشد,
متاخر 50دقيقه,
👏👏👏,
طلب بقشيش,
سندوتش صغير اوي اللحمه شبه محروقة الصوصات معدومه تجربة سيئة مع اني بحب المطعم بس لا للاسف,
ً,
الاوردر وصل بعد ساعة و نص .. الساعة ٢ الفجر و بارد و مايتكلش,
الدليفري بيتأخر جدا... والاوردر اترفض من المطعم بسبب اضافة هم حاطينها غلط، وولا المطعم كلمني ولا المنيوز يقولوا ان الاوردر اترفض، فبوظوا لي يومي ومواعيدي مستني الاكل على الفاضي,
مفيش V cola فى الطلب,
يعني ايه ابقى باكل و الاقي حتة زجاج في بقي محتاج تفسير لو مكنتش خدت بالي كان ايه حصل مش فاهم !!!!؟؟؟,
الديلفري استلم الاوردر وراح يوصل اوردرات تانيه اتأخر عليا نص ساعه والاكل وصل ساقع,
البرجر نفسه كان محروق وطعمه محروق والخيار المخلل كان في واحده متاكله😂,
الاكل واصل بارد جدا,
الطلب ناقص بطاطس و البيبس,منتج_غير_مكتمل
👏🏻,
Gg,
الاكل وصل بارد,
حلو الاكل,
السندوتش جاي من غير حاجة لحمة في العيش من غير الخضار اللي بيتحط على السندوتش ولا حاجة,
بارد بسبب التوصيل متاخر جدا,
الاوردر مجاش معاه v cola مع انها من ضمن الوجبة ولا حتي استبدلوها ب اي مشروب تاني,
الاكل حلو بس كان بارد و الفرع ف نفس الشارع,
صوص لم يصل مع الاوردر,
السندوتش معمول بقالو كتير فالعيش طري اووي و ملدن,
اوردر بايت و وحش اووي,جودة_المنتج
الاكل جاي بارد جدا,
الاكل ساقع كمان,
العيش وحش جداا,جودة_المنتج
الاوردر لم يصل حتي الآن,
البطاطس صغيره السندوتش مفهوش صوص,
❤️,
الاوردر مجاش اصلا,
الاوردر نفسه طعمه حلو لكن التوصيل كان وفت طويل اوي والاكل وصل بارد,
ممتاز,
العيش كان مش فريش وفطيرة التفاح مزيته جدا وصغيره,
الاكل بارد جدا والتوصيل اتاخر ساعتين,
السلطة كانت عبارة عن طماطم و بصل بس,
طعمه وحش,جودة_المنتج
Ok,
جالي ساندوتش انا مش طالبه غير الي طالبه !!!,
الاوردر سئ جدا,
الاكل كان بارد و طعمه سيء جدا غير ما اتعودنا عليه,
شكرا بافلو الاكل تحفه,
الاوردر وصل بارد جدا و الفرايز ساقعة و ناشفة,
تجربة مش هتتكرر,
جميل جدا,
الاكل كان جاي بارد,
الاوردر تم تغيره بشكوى مني لانه كان جاي بارد وصل التاني بارد برضه ده غير الانتظار الطويل للاوردرين والساعه كانت وصلت ٢ صباحا عند استلام الاوردر الثاني.. وقت ومجهود ضايعين حاجه في منتهي السوء وفرع شبرا فعلا محتاج شكوى ومش هسكت الا أن يتم اتخاذ إجراء,
البطاطس كانت باردة,
جميل,
الاوردر وصل متأخر جدا وبالتالي وصل الساندويتش بارد والبطاطس بارده وطريه وده لان الاوردر جاي من فرع شارع النصر وده بعيد عني جدا مع ان أنا جنبي فرع في شارع الخمسين بيني وبينه خمس دقايق وانا كلمت المطعم وقالولي ان توجيه الاوردر بيقي من الابليكيشن ب...,
سىء,
الطلب اتاخر ومفيش دعم فني الاكل جه يارد الطيار مش عارف يتعامل مع الابلكيشن وتايه في القريه,
سئ جدا,
Vhh,
الطلب وصل ناقص سندوش و بطاطس,منتج_غير_مكتمل
الاكل ماكانش صابح اوي ساعتها بس المطعم ك كل كويس,
حاطين ليا صوص غير الي طلبته,
العصير وصل مش فريش ومجمد ولما فك تجميد اكتشفنا انه بايظ,
لقيت شعر صغير واتقرفت والماشروم كان نى,
ممتازة,
تاخير في التوصيل,
الراجل اللى وصل وحش جدا جدا,جودة_المنتج
الاكل واصل بارد وطعمه مش احسن حاجة والسندوتش مش مخدوم الكابتشا مش فريش,
👌🏻,
Vcf,
عمالين تصغروا في الساندويتش مش عارف هتودوه فين تاني,
سلوك الطيار مينفعش يكون واجهه لمطعم بافلو برجر نهائياً,
المشروب مجاش ولا البطاطس,
الاكل ممتاز بس طلبت خيار مخلل زيادة محطوش اصلاً,
كل حاجة وفت الاورد جاي فيه حاجات بتقرقش وجاي ناقص مفهوش غير شريحة طماطم وال فطيرة التفاح حطتنها ف علبه بطاطس لا في نضافه ولا في اهتمام دفعت 400ج ورميت الاكل حسبي الله ونعم الوكيل فيكو كلكو,منتج_غير_مكتمل
المرة دي كان طعمه وحش والخل كتير جدا في التتبيله وملح البطاطس كتير جدا,جودة_المنتج
باااارد الطلب وصلني,
مطعم زبالة مش بيردوا ولا علي الزباين ولا علي خدمة الدعم من المنيوز و اخروا الاوردر ساعتين و نص، زبالة,
